firm,year,overall_rating,work_life_balance,culture_values,career_opp,comp_benefits,senior_mgmt
BPP-Holdings,2014,2.0,2.5,2.0,2.0,2.5,1.8
BPP-Holdings,2015,2.4,3.8,2.2,2.4,2.4,1.6
BPP-Holdings,2016,2.5,2.8,2.7,2.3,2.7,2.5
BPP-Holdings,2017,3.0,3.4,2.7,2.8,2.8,2.8
BPP-Holdings,2018,2.2,2.6,1.8,2.0,2.1,1.9
BPP-Holdings,2019,2.9,3.1,2.8,2.9,3.1,2.5
BPP-Holdings,2020,4.2,4.1,4.1,3.9,4.1,4.0
BPP-Holdings,2021,3.9,3.8,3.8,3.7,3.6,3.7
BT,2008,3.2,3.8,,3.0,3.1,2.6
BT,2009,2.5,3.2,,2.2,2.8,2.2
BT,2010,2.9,3.4,,2.6,2.8,2.5
BT,2011,3.0,3.6,,2.5,2.9,2.8
BT,2012,2.9,3.2,2.7,2.6,3.1,2.3
BT,2013,2.8,2.9,2.7,2.6,3.1,2.4
BT,2014,2.8,3.2,2.7,2.6,3.2,2.3
BT,2015,3.0,3.1,2.9,2.9,3.3,2.5
BT,2016,3.2,3.2,3.1,3.0,3.2,2.7
BT,2017,3.3,3.4,3.2,3.2,3.4,2.8
BT,2018,3.4,3.6,3.3,3.2,3.4,2.8
BT,2019,3.6,3.7,3.5,3.4,3.5,3.0
BT,2020,3.7,3.8,3.6,3.4,3.6,3.1
BT,2021,3.8,3.8,3.7,3.5,3.6,3.3
Babcock-International-Group,2008,2.0,3.0,,2.0,2.0,2.0
Babcock-International-Group,2010,3.0,2.5,,2.5,2.0,2.5
Babcock-International-Group,2011,2.0,2.0,,2.0,2.0,1.0
Babcock-International-Group,2012,3.2,3.6,2.8,2.8,3.0,3.0
Babcock-International-Group,2013,1.7,2.6,1.4,1.8,1.4,1.2
Babcock-International-Group,2014,3.2,3.0,2.8,3.1,2.8,2.9
Babcock-International-Group,2015,2.3,2.8,2.4,2.5,2.6,1.8
Babcock-International-Group,2016,2.9,2.9,2.4,2.7,2.7,2.3
Babcock-International-Group,2017,3.3,3.4,3.1,3.2,3.1,2.8
Babcock-International-Group,2018,2.9,3.3,2.6,2.6,3.0,2.4
Babcock-International-Group,2019,3.2,3.4,2.9,3.0,3.1,2.6
Babcock-International-Group,2020,3.5,3.7,3.3,3.3,3.2,3.1
Babcock-International-Group,2021,3.5,3.8,3.3,3.2,3.2,3.1
Babylon-Health,2016,3.4,3.4,3.4,3.5,3.1,3.2
Babylon-Health,2017,3.8,3.6,3.9,3.8,3.7,3.6
Babylon-Health,2018,3.7,3.7,3.8,3.9,3.7,3.2
Babylon-Health,2019,3.3,3.3,3.3,3.3,3.4,2.7
Babylon-Health,2020,2.6,2.9,2.7,2.5,2.7,2.3
Babylon-Health,2021,3.2,3.2,3.1,2.8,3.1,2.5
Bain-and-Company,2008,4.3,3.6,,4.3,3.7,4.2
Bain-and-Company,2009,4.3,3.8,,4.3,4.3,4.1
Bain-and-Company,2010,4.3,3.8,,4.2,4.2,4.2
Bain-and-Company,2011,4.4,3.9,,4.3,4.1,4.1
Bain-and-Company,2012,4.2,3.5,4.5,4.3,4.3,4.0
Bain-and-Company,2013,4.5,3.6,4.6,4.6,4.4,4.3
Bain-and-Company,2014,4.6,3.5,4.7,4.6,4.5,4.4
Bain-and-Company,2015,4.6,3.5,4.6,4.7,4.5,4.3
Bain-and-Company,2016,4.7,3.5,4.7,4.7,4.7,4.5
Bain-and-Company,2017,4.6,3.6,4.7,4.7,4.6,4.4
Bain-and-Company,2018,4.7,3.6,4.8,4.8,4.6,4.5
Bain-and-Company,2019,4.5,3.5,4.6,4.6,4.6,4.4
Bain-and-Company,2020,4.5,3.4,4.6,4.6,4.5,4.3
Bain-and-Company,2021,4.5,3.3,4.5,4.6,4.5,4.3
Balfour-Beatty,2009,3.8,4.0,,4.0,4.2,3.2
Balfour-Beatty,2010,3.0,3.7,,2.7,3.3,2.7
Balfour-Beatty,2011,3.5,3.4,,3.0,3.4,3.4
Balfour-Beatty,2012,3.2,2.7,3.1,2.8,3.6,2.4
Balfour-Beatty,2013,3.4,2.8,3.5,2.9,3.2,2.9
Balfour-Beatty,2014,3.4,3.2,3.3,3.3,3.6,2.9
Balfour-Beatty,2015,2.9,2.6,2.7,2.7,3.0,2.4
Balfour-Beatty,2016,3.3,3.0,3.0,3.0,3.4,2.7
Balfour-Beatty,2017,3.6,3.3,3.6,3.5,3.4,3.2
Balfour-Beatty,2018,3.3,2.8,3.2,3.1,3.1,2.9
Balfour-Beatty,2019,3.3,3.0,3.0,3.0,3.2,2.8
Balfour-Beatty,2020,3.6,3.2,3.5,3.4,3.4,3.1
Balfour-Beatty,2021,3.7,3.2,3.5,3.5,3.3,3.3
Bannatyne-Group,2008,2.5,3.0,,2.5,3.0,2.0
Bannatyne-Group,2013,3.0,1.0,2.0,3.0,2.0,3.0
Bannatyne-Group,2014,2.2,1.5,1.2,2.0,2.0,1.5
Bannatyne-Group,2015,2.0,1.5,1.0,2.5,1.0,1.0
Bannatyne-Group,2016,1.6,1.8,1.2,1.3,1.3,1.4
Bannatyne-Group,2017,2.9,2.7,2.6,2.9,2.7,3.0
Bannatyne-Group,2018,3.9,3.4,3.8,3.9,3.6,3.9
Bannatyne-Group,2019,4.0,3.6,3.9,4.1,3.7,4.0
Bannatyne-Group,2020,3.0,3.0,2.7,2.6,2.7,2.8
Bannatyne-Group,2021,3.0,2.8,2.9,2.6,2.6,2.7
Barchester-Healthcare,2014,3.5,3.5,3.5,3.2,2.7,2.7
Barchester-Healthcare,2015,1.6,1.5,1.9,2.1,1.4,1.5
Barchester-Healthcare,2016,2.4,2.5,2.6,2.8,2.4,2.3
Barchester-Healthcare,2017,2.9,2.7,3.0,2.9,2.8,2.8
Barchester-Healthcare,2018,2.9,2.7,2.9,3.0,3.1,2.8
Barchester-Healthcare,2019,2.9,2.7,3.0,2.8,2.9,2.5
Barchester-Healthcare,2020,3.6,3.4,3.5,3.6,3.5,3.4
Barchester-Healthcare,2021,2.7,2.6,2.6,3.1,3.0,2.4
Barclays,2008,3.0,3.1,,2.7,3.1,3.3
Barclays,2009,3.0,3.0,,2.9,3.3,2.9
Barclays,2010,2.9,3.1,,2.8,3.1,2.8
Barclays,2011,2.7,3.1,,2.6,2.9,2.5
Barclays,2012,3.1,3.1,3.1,3.0,3.3,2.8
Barclays,2013,3.0,3.0,2.8,2.9,3.1,2.5
Barclays,2014,3.0,3.1,2.8,2.9,3.2,2.5
Barclays,2015,3.1,3.3,3.0,3.0,3.2,2.6
Barclays,2016,3.5,3.4,3.3,3.2,3.5,2.8
Barclays,2017,3.6,3.6,3.5,3.3,3.5,3.0
Barclays,2018,3.7,3.7,3.7,3.6,3.7,3.1
Barclays,2019,3.8,3.7,3.7,3.5,3.8,3.1
Barclays,2020,3.9,3.8,3.8,3.6,3.7,3.3
Barclays,2021,3.9,3.7,3.9,3.6,3.8,3.4
Barnardo-s,2012,5.0,,,,,
Barnardo-s,2013,2.7,3.7,4.0,3.0,2.0,2.0
Barnardo-s,2014,3.4,4.1,4.1,3.1,2.6,3.1
Barnardo-s,2015,2.1,2.4,2.3,1.6,1.5,1.7
Barnardo-s,2016,2.8,2.8,3.1,2.4,2.6,2.2
Barnardo-s,2017,2.8,2.9,2.8,2.6,2.4,2.1
Barnardo-s,2018,2.7,2.7,2.9,2.4,2.1,2.2
Barnardo-s,2019,3.1,3.1,3.1,2.6,2.5,2.5
Barnardo-s,2020,3.5,3.3,3.5,2.8,2.8,2.9
Barnardo-s,2021,3.7,3.9,4.1,3.4,3.3,3.5
Barnet-and-Chase-Farm-Hospitals-NHS-Trust,2013,3.0,3.0,5.0,4.0,1.0,3.0
Barnet-and-Chase-Farm-Hospitals-NHS-Trust,2014,2.0,2.0,3.0,1.0,1.0,1.0
Barnet-and-Chase-Farm-Hospitals-NHS-Trust,2016,3.5,5.0,4.0,4.0,4.0,4.0
Barnet-and-Chase-Farm-Hospitals-NHS-Trust,2018,4.3,3.4,4.6,3.4,3.2,3.6
Barnet-and-Chase-Farm-Hospitals-NHS-Trust,2019,4.0,2.7,2.3,3.3,3.7,3.0
Barnet-and-Chase-Farm-Hospitals-NHS-Trust,2020,3.5,3.2,3.0,2.5,2.5,2.8
Barnet-and-Chase-Farm-Hospitals-NHS-Trust,2021,4.1,4.0,4.2,3.8,3.2,3.8
Barnett-Waddingham,2013,3.0,4.0,4.0,3.0,3.0,4.0
Barnett-Waddingham,2014,4.0,,,,,
Barnett-Waddingham,2015,5.0,5.0,5.0,4.8,4.0,4.8
Barnett-Waddingham,2016,5.0,4.7,4.9,4.4,4.3,4.6
Barnett-Waddingham,2017,4.0,3.8,4.1,3.5,3.2,3.8
Barnett-Waddingham,2018,3.6,3.3,4.7,3.7,4.0,3.0
Barnett-Waddingham,2019,4.8,4.5,4.9,4.2,4.2,4.5
Barnett-Waddingham,2020,4.2,3.8,4.0,3.8,3.5,4.0
Barnett-Waddingham,2021,3.7,3.8,3.5,3.4,3.0,3.4
Barratt-Developments,2014,3.0,3.0,4.5,3.0,3.5,4.0
Barratt-Developments,2015,3.3,2.0,3.3,3.7,3.3,3.7
Barratt-Developments,2016,2.7,2.6,3.0,3.0,2.6,2.4
Barratt-Developments,2017,3.5,3.3,3.5,3.8,3.9,3.2
Barratt-Developments,2018,3.7,4.4,4.0,3.6,3.7,4.0
Barratt-Developments,2019,4.5,3.9,4.3,4.1,4.2,4.0
Barratt-Developments,2020,4.2,3.6,4.1,4.2,4.0,3.5
Barratt-Developments,2021,4.2,3.7,3.9,3.7,3.8,3.7
Barts-Health-NHS-Trust,2013,2.5,3.5,3.5,2.0,4.0,2.5
Barts-Health-NHS-Trust,2014,1.7,2.7,1.7,1.7,1.3,1.7
Barts-Health-NHS-Trust,2015,2.8,2.8,2.2,2.8,2.0,2.2
Barts-Health-NHS-Trust,2016,2.9,2.1,2.2,2.7,2.4,2.3
Barts-Health-NHS-Trust,2017,3.2,3.1,3.2,3.2,3.1,2.2
Barts-Health-NHS-Trust,2018,3.3,3.2,3.8,3.3,3.0,2.8
Barts-Health-NHS-Trust,2019,3.6,3.5,3.5,3.3,3.2,2.9
Barts-Health-NHS-Trust,2020,4.0,3.0,3.6,3.6,3.4,2.9
Barts-Health-NHS-Trust,2021,3.8,3.3,3.6,3.6,3.3,3.0
BayWa-r-e-renewable-energy,2015,2.0,2.3,2.3,1.0,1.7,2.0
BayWa-r-e-renewable-energy,2016,4.0,3.0,3.0,4.0,4.0,4.0
BayWa-r-e-renewable-energy,2018,4.0,3.5,3.5,3.5,2.5,4.0
BayWa-r-e-renewable-energy,2019,1.0,2.0,1.0,2.0,1.0,1.0
BayWa-r-e-renewable-energy,2020,3.5,3.0,3.0,5.0,4.0,4.0
BayWa-r-e-renewable-energy,2021,5.0,4.7,4.7,4.8,4.0,4.8
Bayer,2008,3.3,3.3,,3.3,3.3,3.2
Bayer,2009,3.3,3.6,,2.7,2.8,3.4
Bayer,2010,3.0,3.4,,2.7,3.1,2.7
Bayer,2011,3.0,3.3,,2.8,3.0,2.7
Bayer,2012,3.4,3.6,3.3,3.2,3.3,2.7
Bayer,2013,3.5,3.5,3.3,3.0,3.7,2.9
Bayer,2014,3.5,3.5,3.4,3.2,3.7,2.9
Bayer,2015,3.6,3.4,3.4,3.3,3.6,3.0
Bayer,2016,3.7,3.5,3.6,3.2,3.8,3.1
Bayer,2017,3.7,3.7,3.6,3.3,3.9,3.1
Bayer,2018,3.8,3.7,3.7,3.4,3.9,3.1
Bayer,2019,3.8,3.9,3.7,3.4,3.9,3.2
Bayer,2020,4.0,4.0,3.8,3.5,4.0,3.3
Bayer,2021,4.0,3.9,3.9,3.5,3.9,3.4
Best-Western,2008,2.3,3.3,,2.3,3.0,2.0
Best-Western,2009,3.2,2.5,,1.8,2.8,2.5
Best-Western,2010,2.9,3.1,,2.1,1.9,2.7
Best-Western,2011,2.7,3.2,,2.3,2.2,2.2
Best-Western,2012,2.7,2.7,2.8,2.3,2.4,2.2
Best-Western,2013,2.7,2.9,2.5,2.2,2.2,2.3
Best-Western,2014,2.8,3.0,2.5,2.4,2.2,2.5
Best-Western,2015,3.3,3.2,3.1,2.6,2.5,2.9
Best-Western,2016,3.2,2.9,2.9,2.6,2.5,2.8
Best-Western,2017,3.2,2.9,2.9,2.7,2.4,2.7
Best-Western,2018,3.1,3.0,2.9,2.6,2.4,2.7
Best-Western,2019,3.4,3.2,3.0,2.9,2.7,3.1
Best-Western,2020,3.5,3.6,3.4,3.2,2.9,3.3
Best-Western,2021,3.7,3.4,3.6,3.2,3.1,3.2
Betsi-Cadwaladr-University-Health-Board,2012,1.0,1.0,1.0,1.0,5.0,1.0
Betsi-Cadwaladr-University-Health-Board,2013,2.0,3.0,1.0,1.0,1.0,1.0
Betsi-Cadwaladr-University-Health-Board,2016,2.8,2.6,2.8,3.2,3.0,2.0
Betsi-Cadwaladr-University-Health-Board,2017,2.0,2.7,2.3,2.3,1.7,1.7
Betsi-Cadwaladr-University-Health-Board,2018,3.0,3.4,3.2,2.2,2.8,2.0
Betsi-Cadwaladr-University-Health-Board,2019,3.6,3.2,3.8,4.0,4.0,2.0
Betsi-Cadwaladr-University-Health-Board,2020,3.6,3.8,2.5,4.0,3.8,2.8
Betsi-Cadwaladr-University-Health-Board,2021,3.6,2.8,3.8,3.2,2.2,3.5
Bill-and-Melinda-Gates-Foundation,2008,2.0,2.0,,2.0,2.0,2.0
Bill-and-Melinda-Gates-Foundation,2010,2.2,2.5,,2.0,3.5,1.8
Bill-and-Melinda-Gates-Foundation,2011,3.3,3.2,,2.5,4.1,3.0
Bill-and-Melinda-Gates-Foundation,2012,3.0,2.8,3.1,2.1,3.8,2.0
Bill-and-Melinda-Gates-Foundation,2013,3.4,3.1,3.0,2.8,4.4,2.8
Bill-and-Melinda-Gates-Foundation,2014,3.2,3.1,3.0,2.6,4.2,3.0
Bill-and-Melinda-Gates-Foundation,2015,3.0,2.6,3.1,2.5,4.6,2.5
Bill-and-Melinda-Gates-Foundation,2016,3.2,3.1,2.8,2.8,4.3,2.6
Bill-and-Melinda-Gates-Foundation,2017,3.4,3.7,3.4,3.1,4.6,3.4
Bill-and-Melinda-Gates-Foundation,2018,3.7,3.7,3.5,3.2,4.7,3.3
Bill-and-Melinda-Gates-Foundation,2019,3.4,3.2,2.8,2.9,4.6,2.5
Bill-and-Melinda-Gates-Foundation,2020,3.9,3.6,3.2,2.8,4.1,2.9
Bill-and-Melinda-Gates-Foundation,2021,4.1,3.4,3.8,3.4,4.3,3.4
Birkbeck-College,2012,3.0,3.0,,3.0,2.0,3.0
Birkbeck-College,2014,3.5,4.5,4.0,2.5,3.5,3.5
Birkbeck-College,2015,4.8,5.0,4.7,3.7,4.0,4.7
Birkbeck-College,2016,4.0,4.0,4.0,3.8,4.0,3.3
Birkbeck-College,2017,4.0,4.0,4.5,3.3,3.6,3.1
Birkbeck-College,2018,2.8,3.6,2.9,2.6,2.6,2.6
Birkbeck-College,2019,3.5,4.1,3.8,3.0,3.4,3.2
Birkbeck-College,2020,4.3,4.5,4.5,4.3,4.3,3.8
Birkbeck-College,2021,4.3,4.4,4.3,3.9,3.7,3.9
Birmingham-City-University,2012,5.0,4.0,4.0,4.0,5.0,1.0
Birmingham-City-University,2014,3.8,4.5,3.0,3.2,3.8,4.0
Birmingham-City-University,2015,3.8,3.8,3.8,3.0,2.8,2.5
Birmingham-City-University,2016,4.1,4.4,3.8,3.7,3.7,3.5
Birmingham-City-University,2017,3.9,3.7,3.7,3.5,3.6,2.7
Birmingham-City-University,2018,3.0,3.1,3.0,2.8,2.6,2.7
Birmingham-City-University,2019,3.6,3.5,3.3,3.1,3.2,3.4
Birmingham-City-University,2020,3.8,3.6,3.4,3.4,3.3,3.2
Birmingham-City-University,2021,4.1,3.6,3.7,3.3,3.3,3.6
Bloomberg-L-P,2008,2.8,2.6,,2.3,3.6,2.4
Bloomberg-L-P,2009,2.9,2.8,,2.6,3.4,2.4
Bloomberg-L-P,2010,2.7,2.7,,2.6,3.2,2.4
Bloomberg-L-P,2011,3.3,3.1,,2.7,3.4,2.7
Bloomberg-L-P,2012,3.4,3.2,3.4,3.2,3.6,2.8
Bloomberg-L-P,2013,3.2,3.1,3.2,3.1,3.5,2.7
Bloomberg-L-P,2014,3.5,3.4,3.4,3.1,3.7,3.0
Bloomberg-L-P,2015,3.6,3.5,3.6,3.3,3.7,3.0
Bloomberg-L-P,2016,3.6,3.4,3.6,3.3,3.9,3.0
Bloomberg-L-P,2017,3.6,3.4,3.6,3.3,3.9,3.0
Bloomberg-L-P,2018,3.8,3.6,3.8,3.4,3.9,3.1
Bloomberg-L-P,2019,3.7,3.7,3.8,3.3,3.9,3.0
Bloomberg-L-P,2020,3.9,3.7,3.9,3.5,4.0,3.3
Bloomberg-L-P,2021,4.0,3.9,4.0,3.7,4.1,3.5
Blue-Arrow,2014,3.3,4.0,3.3,2.0,2.3,3.7
Blue-Arrow,2015,2.9,2.6,2.6,2.7,2.4,2.7
Blue-Arrow,2016,4.2,4.0,4.2,4.0,3.9,4.2
Blue-Arrow,2017,3.6,3.2,3.5,3.5,3.2,3.3
Blue-Arrow,2018,3.6,3.6,3.3,3.0,3.0,3.4
Blue-Arrow,2019,3.9,3.8,3.7,3.5,3.4,3.7
Blue-Arrow,2020,3.2,3.6,3.0,3.0,2.6,3.0
Blue-Arrow,2021,3.4,3.5,3.0,2.9,2.6,3.3
Blue-Yonder,2008,3.5,4.2,,3.8,4.0,2.8
Blue-Yonder,2009,3.0,4.0,,2.5,4.5,2.0
Blue-Yonder,2010,2.4,2.6,,2.5,2.9,2.2
Blue-Yonder,2011,2.8,2.9,,2.5,3.1,2.4
Blue-Yonder,2012,3.4,3.6,3.6,3.1,3.3,3.0
Blue-Yonder,2013,3.2,3.4,3.2,3.0,3.6,2.8
Blue-Yonder,2014,3.2,3.7,3.3,3.0,3.5,2.7
Blue-Yonder,2015,3.3,3.5,3.2,2.9,3.5,2.7
Blue-Yonder,2016,3.3,3.7,3.4,2.8,3.3,2.8
Blue-Yonder,2017,3.8,4.0,3.9,3.3,3.7,3.3
Blue-Yonder,2018,3.7,4.0,3.8,3.4,3.6,3.2
Blue-Yonder,2019,4.3,4.3,4.4,4.1,4.1,4.0
Blue-Yonder,2020,4.2,4.1,4.2,4.0,4.0,3.9
Blue-Yonder,2021,4.1,4.1,4.1,3.8,3.7,3.8
Booking-com,2009,1.0,3.0,,1.0,2.0,1.0
Booking-com,2010,3.0,3.0,,1.0,2.0,2.0
Booking-com,2011,1.7,2.3,,2.0,1.3,1.0
Booking-com,2012,2.7,3.1,2.9,2.5,2.3,2.4
Booking-com,2013,3.0,3.4,3.2,3.2,2.7,2.7
Booking-com,2014,3.2,3.4,3.4,3.0,2.8,2.9
Booking-com,2015,3.4,3.2,3.7,3.1,3.1,3.0
Booking-com,2016,3.4,3.4,3.7,3.0,3.0,2.9
Booking-com,2017,3.6,3.6,3.8,3.2,3.4,3.1
Booking-com,2018,3.1,3.4,3.4,2.7,3.3,2.6
Booking-com,2019,3.5,3.6,3.7,2.9,3.5,2.9
Booking-com,2020,3.8,3.9,3.9,3.2,3.8,3.2
Booking-com,2021,3.8,3.8,4.0,3.2,3.9,3.2
Boots,2010,4.0,3.8,,3.0,2.8,4.2
Boots,2011,3.8,3.0,,2.8,3.6,3.0
Boots,2012,3.3,3.4,3.3,2.8,3.2,3.0
Boots,2013,3.3,2.9,3.0,3.0,3.0,2.7
Boots,2014,3.3,3.2,3.4,3.3,3.2,2.8
Boots,2015,3.5,3.2,3.4,3.2,3.2,2.9
Boots,2016,3.4,3.2,3.2,3.1,3.2,2.9
Boots,2017,3.2,2.9,3.0,2.9,2.9,2.5
Boots,2018,3.3,3.1,3.1,3.0,3.0,2.7
Boots,2019,3.4,3.1,3.2,3.1,3.0,2.8
Boots,2020,3.6,3.2,3.3,3.2,3.2,2.9
Boots,2021,3.6,3.4,3.4,3.3,3.3,3.2
Boots-Opticians,2012,4.0,4.0,,4.0,4.0,4.0
Boots-Opticians,2014,3.5,4.0,3.0,3.0,3.2,3.2
Boots-Opticians,2015,2.4,2.4,3.0,2.6,2.9,1.8
Boots-Opticians,2016,2.8,2.7,3.0,2.7,2.6,2.4
Boots-Opticians,2017,2.4,2.2,2.2,2.3,2.4,1.8
Boots-Opticians,2018,2.9,2.7,2.5,2.4,3.0,2.4
Boots-Opticians,2019,3.0,2.8,2.6,2.8,3.1,2.4
Boots-Opticians,2020,3.3,2.8,3.3,2.8,3.0,2.6
Boots-Opticians,2021,3.3,3.0,3.2,3.0,3.5,2.6
Boston-Consulting-Group,2008,3.8,3.3,,3.9,3.9,3.5
Boston-Consulting-Group,2009,3.9,3.1,,3.9,4.2,3.6
Boston-Consulting-Group,2010,4.0,3.1,,3.9,4.1,3.7
Boston-Consulting-Group,2011,3.9,3.2,,3.9,3.9,3.8
Boston-Consulting-Group,2012,4.3,3.0,4.3,4.5,4.4,3.9
Boston-Consulting-Group,2013,4.2,2.7,4.2,4.4,4.4,3.7
Boston-Consulting-Group,2014,4.3,2.9,4.2,4.4,4.4,3.8
Boston-Consulting-Group,2015,4.3,2.9,4.3,4.4,4.3,3.9
Boston-Consulting-Group,2016,4.4,3.1,4.3,4.4,4.4,4.0
Boston-Consulting-Group,2017,4.3,3.0,4.3,4.4,4.4,3.9
Boston-Consulting-Group,2018,4.3,2.9,4.2,4.3,4.4,3.9
Boston-Consulting-Group,2019,4.3,2.9,4.2,4.3,4.4,3.8
Boston-Consulting-Group,2020,4.3,2.9,4.2,4.4,4.4,3.9
Boston-Consulting-Group,2021,4.4,3.0,4.3,4.4,4.4,4.1
Brewin-Dolphin,2012,3.0,4.5,3.0,2.0,3.0,2.0
Brewin-Dolphin,2014,2.3,2.7,2.3,1.3,2.0,2.3
Brewin-Dolphin,2015,2.7,3.0,3.0,2.0,1.3,1.7
Brewin-Dolphin,2016,3.9,3.8,3.7,2.8,2.8,3.7
Brewin-Dolphin,2017,2.4,2.4,2.4,2.2,2.4,2.0
Brewin-Dolphin,2018,3.1,3.8,2.6,3.0,2.2,2.4
Brewin-Dolphin,2019,3.8,4.1,3.8,3.8,3.8,3.4
Brewin-Dolphin,2020,4.0,4.1,4.0,3.6,3.4,3.8
Brewin-Dolphin,2021,4.0,3.8,4.0,3.4,3.4,3.6
British-Airways,2008,4.0,3.0,,2.0,3.0,3.0
British-Airways,2009,4.0,2.6,,3.6,4.0,2.4
British-Airways,2010,3.4,3.6,,2.6,3.3,3.1
British-Airways,2011,3.4,3.9,,3.0,3.2,2.8
British-Airways,2012,3.5,2.8,3.2,2.8,3.0,2.7
British-Airways,2013,3.4,3.5,3.2,3.2,3.2,2.9
British-Airways,2014,3.5,3.1,3.3,3.0,3.3,2.6
British-Airways,2015,3.1,3.2,2.9,2.7,2.8,2.4
British-Airways,2016,2.7,2.8,2.4,2.4,2.7,1.9
British-Airways,2017,2.9,2.7,2.8,2.9,2.9,2.1
British-Airways,2018,3.2,2.8,3.0,3.1,3.1,2.5
British-Airways,2019,3.3,3.0,3.0,3.4,3.4,2.5
British-Airways,2020,3.1,2.9,2.7,2.8,3.0,2.2
British-Airways,2021,3.6,3.2,3.3,3.4,3.3,2.8
British-Red-Cross,2008,5.0,5.0,,5.0,3.0,4.0
British-Red-Cross,2010,4.0,3.0,,4.0,2.0,4.0
British-Red-Cross,2011,4.0,5.0,,3.0,2.0,5.0
British-Red-Cross,2012,2.8,3.0,3.5,2.2,2.4,2.4
British-Red-Cross,2013,4.5,4.0,4.0,4.0,3.5,3.0
British-Red-Cross,2014,3.4,3.4,3.6,2.9,2.8,2.9
British-Red-Cross,2015,3.6,4.2,4.2,3.3,2.8,2.9
British-Red-Cross,2016,3.2,3.5,3.6,2.8,2.4,2.7
British-Red-Cross,2017,3.2,3.3,3.8,3.2,2.8,2.7
British-Red-Cross,2018,3.2,3.3,3.8,2.9,2.5,2.7
British-Red-Cross,2019,3.0,3.1,3.0,2.7,2.6,2.3
British-Red-Cross,2020,3.6,3.5,3.8,2.9,2.9,3.0
British-Red-Cross,2021,3.7,3.7,3.8,3.4,2.8,3.2
Brook-Street,2010,2.0,2.0,,4.0,2.0,3.0
Brook-Street,2012,2.7,2.7,2.7,3.0,2.7,3.0
Brook-Street,2013,1.5,2.0,1.5,2.5,1.5,2.0
Brook-Street,2014,2.0,3.5,2.0,2.5,2.0,1.0
Brook-Street,2015,3.2,3.5,3.1,3.3,3.6,3.0
Brook-Street,2016,2.9,2.7,3.0,2.7,2.4,2.6
Brook-Street,2017,2.9,3.2,3.1,2.2,2.4,2.8
Brook-Street,2018,3.2,3.4,3.0,2.8,2.5,2.8
Brook-Street,2019,3.4,3.9,3.1,2.5,2.9,3.2
Brook-Street,2020,3.0,3.2,2.6,2.3,2.2,2.4
Brook-Street,2021,3.5,3.4,3.2,3.0,2.7,3.1
Bullhorn,2009,2.0,3.0,,3.0,4.0,4.0
Bullhorn,2010,4.2,4.5,,4.0,4.0,4.2
Bullhorn,2011,4.4,3.9,,3.6,3.7,3.6
Bullhorn,2012,2.6,2.8,2.3,2.6,3.0,2.2
Bullhorn,2013,3.9,3.0,4.0,3.3,3.3,3.1
Bullhorn,2014,4.0,3.8,4.4,4.0,3.5,3.9
Bullhorn,2015,4.5,4.0,4.4,4.4,4.1,4.3
Bullhorn,2016,4.1,4.0,4.2,4.0,4.0,3.8
Bullhorn,2017,4.1,3.9,4.3,4.0,3.8,3.8
Bullhorn,2018,4.0,4.0,4.3,4.0,3.8,3.7
Bullhorn,2019,3.9,3.9,4.2,4.1,3.6,3.9
Bullhorn,2020,4.0,3.8,4.2,4.2,4.0,3.7
Bullhorn,2021,4.2,4.0,4.4,4.3,3.8,4.3
Bupa,2009,2.0,3.0,,2.0,2.0,2.0
Bupa,2010,2.0,3.0,,1.0,3.0,3.0
Bupa,2011,4.0,3.0,,2.0,4.0,3.0
Bupa,2012,3.6,3.4,3.5,3.0,3.1,3.4
Bupa,2013,3.0,3.2,3.8,2.6,3.0,3.2
Bupa,2014,2.8,3.0,2.8,3.0,3.0,2.4
Bupa,2015,2.8,2.9,3.1,2.8,2.8,2.7
Bupa,2016,3.0,3.1,3.2,2.9,2.9,2.8
Bupa,2017,2.7,2.9,3.0,2.7,2.7,2.6
Bupa,2018,3.3,3.7,3.5,3.2,3.2,3.1
Bupa,2019,3.8,3.7,3.8,3.4,3.6,3.5
Bupa,2020,3.8,3.7,3.7,3.5,3.5,3.4
Bupa,2021,3.5,3.3,3.3,3.2,3.1,2.9
Burberry,2008,2.5,3.5,,2.5,2.5,2.0
Burberry,2009,4.0,3.0,,4.0,4.5,3.0
Burberry,2010,2.7,3.3,,2.8,3.2,2.8
Burberry,2011,3.2,3.5,,2.4,3.7,2.9
Burberry,2012,2.9,2.8,2.2,2.3,3.7,2.8
Burberry,2013,3.3,2.7,3.3,2.8,3.6,2.8
Burberry,2014,3.8,3.2,3.8,3.0,3.7,3.3
Burberry,2015,3.5,3.0,3.6,3.1,3.7,3.1
Burberry,2016,3.5,3.1,3.5,2.8,3.6,2.8
Burberry,2017,3.4,3.1,3.4,2.8,3.7,2.8
Burberry,2018,3.5,3.1,3.2,2.8,3.6,2.7
Burberry,2019,3.3,3.1,3.2,2.7,3.5,2.6
Burberry,2020,3.6,3.3,3.4,2.8,3.6,2.8
Burberry,2021,3.3,2.9,3.3,2.7,3.5,2.7
CBRE,2008,3.2,3.6,,3.0,2.8,3.1
CBRE,2009,3.3,3.4,,3.0,2.9,2.9
CBRE,2010,3.0,3.2,,2.6,2.7,3.0
CBRE,2011,3.5,3.6,,3.3,3.1,3.2
CBRE,2012,3.4,3.3,3.4,3.2,3.1,3.1
